Area Name,Year,Month,Regional Unemployment Rate
Tehama County,2021,September,6.0
Trinity County,2021,September,5.0
Tulare County,2021,September,9.0
Tuolumne County,2021,September,6.0
Ventura County,2021,September,5.4
Yolo County,2021,September,4.8
Yuba County,2021,September,7.0
Alameda County,2021,October,4.9
Alpine County,2021,October,8.5
Amador County,2021,October,5.8
Butte County,2021,October,5.5
Calaveras County,2021,October,4.8
Colusa County,2021,October,8.2
Contra Costa County,2021,October,5.2
Del Norte County,2021,October,5.9
El Dorado County,2021,October,4.8
Fresno County,2021,October,7.4
Glenn County,2021,October,5.6
Humboldt County,2021,October,5.0
Imperial County,2021,October,17.1
Inyo County,2021,October,4.9
Kern County,2021,October,7.8
Kings County,2021,October,7.7
Lake County,2021,October,6.3
Lassen County,2021,October,4.6
Los Angeles County,2021,October,7.2
Madera County,2021,October,7.1
Marin County,2021,October,3.7
Mariposa County,2021,October,5.6
Mendocino County,2021,October,5.0
Merced County,2021,October,7.8
Modoc County,2021,October,5.0
Mono County,2021,October,5.4
Monterey County,2021,October,5.4
Napa County,2021,October,4.5
Nevada County,2021,October,4.7
Orange County,2021,October,4.8
Placer County,2021,October,4.2
Plumas County,2021,October,7.1
Riverside County,2021,October,6.1
Sacramento County,2021,October,5.7
San Benito County,2021,October,5.7
San Bernardino County,2021,October,6.2
San Diego County,2021,October,5.2
San Francisco County,2021,October,4.0
San Joaquin County,2021,October,7.0
San Luis Obispo County,2021,October,4.2
San Mateo County,2021,October,3.7
Santa Barbara County,2021,October,4.4
Santa Clara County,2021,October,3.9
Santa Cruz County,2021,October,5.0
Shasta County,2021,October,5.6
Sierra County,2021,October,4.7
Siskiyou County,2021,October,6.0
Solano County,2021,October,6.0
Sonoma County,2021,October,4.4
Stanislaus County,2021,October,6.8
Sutter County,2021,October,6.7
Tehama County,2021,October,5.7
Trinity County,2021,October,4.9
Tulare County,2021,October,8.9
Tuolumne County,2021,October,5.8
Ventura County,2021,October,5.1
Yolo County,2021,October,4.8
Yuba County,2021,October,6.8
Alameda County,2021,November,4.4
Alpine County,2021,November,6.8
Amador County,2021,November,5.5
Butte County,2021,November,5.1
Calaveras County,2021,November,4.5
Colusa County,2021,November,11.1
Contra Costa County,2021,November,4.7
Del Norte County,2021,November,5.9
El Dorado County,2021,November,4.4
Fresno County,2021,November,7.2
Glenn County,2021,November,5.5
Humboldt County,2021,November,4.7
Imperial County,2021,November,15.4
Inyo County,2021,November,4.5
Kern County,2021,November,7.2
Kings County,2021,November,7.6
Lake County,2021,November,6.2
Lassen County,2021,November,4.7
Los Angeles County,2021,November,6.4
Madera County,2021,November,6.8
Marin County,2021,November,3.3
Mariposa County,2021,November,5.9
Mendocino County,2021,November,5.0
Merced County,2021,November,7.8
Modoc County,2021,November,5.4
Mono County,2021,November,5.2
Monterey County,2021,November,5.8
Napa County,2021,November,4.4
Nevada County,2021,November,4.4
Orange County,2021,November,4.3
Placer County,2021,November,3.8
Plumas County,2021,November,7.7
Riverside County,2021,November,5.4
Sacramento County,2021,November,5.2
San Benito County,2021,November,5.5
San Bernardino County,2021,November,5.5
San Diego County,2021,November,4.7
San Francisco County,2021,November,3.5
San Joaquin County,2021,November,6.5
San Luis Obispo County,2021,November,3.8
San Mateo County,2021,November,3.3
Santa Barbara County,2021,November,4.1
Santa Clara County,2021,November,3.5
Santa Cruz County,2021,November,5.1
Shasta County,2021,November,5.4
Sierra County,2021,November,5.1
Siskiyou County,2021,November,6.4
Solano County,2021,November,5.6
Sonoma County,2021,November,4.0
Stanislaus County,2021,November,6.4
Sutter County,2021,November,7.0
Tehama County,2021,November,5.5
Trinity County,2021,November,5.1
Tulare County,2021,November,8.2
Tuolumne County,2021,November,5.5
Ventura County,2021,November,4.7
Yolo County,2021,November,4.7
Yuba County,2021,November,6.5
Alameda County,2021,December,4.0
Alpine County,2021,December,6.2
Amador County,2021,December,5.1
Butte County,2021,December,5.0
Calaveras County,2021,December,4.2
Colusa County,2021,December,12.5
Contra Costa County,2021,December,4.3
Del Norte County,2021,December,5.4
El Dorado County,2021,December,4.1
Fresno County,2021,December,7.0
Glenn County,2021,December,5.5
Humboldt County,2021,December,4.4
Imperial County,2021,December,14.1
Inyo County,2021,December,4.4
Kern County,2021,December,7.3
Kings County,2021,December,7.7
Lake County,2021,December,6.0
Lassen County,2021,December,4.8
Los Angeles County,2021,December,6.0
Madera County,2021,December,6.7
Marin County,2021,December,3.0
Mariposa County,2021,December,5.8
Mendocino County,2021,December,4.7
Merced County,2021,December,8.4
Modoc County,2021,December,6.2
Mono County,2021,December,4.5
Monterey County,2021,December,7.9
Napa County,2021,December,4.3
Nevada County,2021,December,4.0
Orange County,2021,December,3.8
Placer County,2021,December,3.5
Plumas County,2021,December,8.3
Riverside County,2021,December,4.9
Sacramento County,2021,December,4.7
San Benito County,2021,December,5.7
San Bernardino County,2021,December,5.0
San Diego County,2021,December,4.2
San Francisco County,2021,December,3.1
San Joaquin County,2021,December,6.2
San Luis Obispo County,2021,December,3.6
San Mateo County,2021,December,2.9
Santa Barbara County,2021,December,4.2
Santa Clara County,2021,December,3.1
Santa Cruz County,2021,December,5.6
Shasta County,2021,December,5.1
Sierra County,2021,December,4.9
Siskiyou County,2021,December,6.9
Solano County,2021,December,5.2
Sonoma County,2021,December,3.7
Stanislaus County,2021,December,6.1
Sutter County,2021,December,7.3
Tehama County,2021,December,5.3
Trinity County,2021,December,5.1
Tulare County,2021,December,8.2
Tuolumne County,2021,December,5.2
Ventura County,2021,December,4.4
Yolo County,2021,December,4.6
Yuba County,2021,December,6.2
Alameda County,2022,January,4.4
Alpine County,2022,January,6.7
Amador County,2022,January,5.9
Butte County,2022,January,5.9
Calaveras County,2022,January,4.9
Colusa County,2022,January,16.9
Contra Costa County,2022,January,4.7
Del Norte County,2022,January,6.1
El Dorado County,2022,January,4.7
Fresno County,2022,January,8.0
Glenn County,2022,January,6.7
Humboldt County,2022,January,5.1
Imperial County,2022,January,14.9
Inyo County,2022,January,5.2
Kern County,2022,January,8.4
Kings County,2022,January,9.1
Lake County,2022,January,6.6
Lassen County,2022,January,6.2
Los Angeles County,2022,January,6.5
Madera County,2022,January,7.8
Marin County,2022,January,3.4
Mariposa County,2022,January,7.3
Mendocino County,2022,January,5.5
Merced County,2022,January,10.0
Modoc County,2022,January,8.5
Mono County,2022,January,4.9
Monterey County,2022,January,9.8
Napa County,2022,January,4.8
Nevada County,2022,January,4.7
Orange County,2022,January,4.2
Placer County,2022,January,4.0
Plumas County,2022,January,10.7
Riverside County,2022,January,5.4
Sacramento County,2022,January,5.3
San Benito County,2022,January,6.8
San Bernardino County,2022,January,5.5
San Diego County,2022,January,4.7
San Francisco County,2022,January,3.5
San Joaquin County,2022,January,7.0
San Luis Obispo County,2022,January,4.1
San Mateo County,2022,January,3.3
Santa Barbara County,2022,January,5.3
Santa Clara County,2022,January,3.5
Santa Cruz County,2022,January,6.6
Shasta County,2022,January,6.1
Sierra County,2022,January,6.3
Siskiyou County,2022,January,8.3
Solano County,2022,January,5.8
Sonoma County,2022,January,4.3
Stanislaus County,2022,January,7.0
Sutter County,2022,January,8.9
Tehama County,2022,January,6.2
Trinity County,2022,January,6.3
Tulare County,2022,January,9.5
Tuolumne County,2022,January,6.1
Ventura County,2022,January,4.9
Yolo County,2022,January,5.5
Yuba County,2022,January,7.4
Alameda County,2022,February,3.9
Alpine County,2022,February,6.2
Amador County,2022,February,5.3
Butte County,2022,February,5.3
Calaveras County,2022,February,4.3
Colusa County,2022,February,16.6
Contra Costa County,2022,February,4.2
Del Norte County,2022,February,5.9
El Dorado County,2022,February,4.2
Fresno County,2022,February,7.8
Glenn County,2022,February,6.1
Humboldt County,2022,February,4.6
Imperial County,2022,February,13.5
Inyo County,2022,February,4.6
Kern County,2022,February,8.2
Kings County,2022,February,8.9
Lake County,2022,February,5.7
Lassen County,2022,February,6.0
Los Angeles County,2022,February,5.8
Madera County,2022,February,7.3
Marin County,2022,February,3.1
Mariposa County,2022,February,6.4
Mendocino County,2022,February,5.0
Merced County,2022,February,9.7
Modoc County,2022,February,8.2
Mono County,2022,February,4.5
Monterey County,2022,February,9.7
Napa County,2022,February,4.1
Nevada County,2022,February,4.2
Orange County,2022,February,3.7
Placer County,2022,February,3.6
Plumas County,2022,February,10.2
Riverside County,2022,February,4.7
Sacramento County,2022,February,4.7
San Benito County,2022,February,6.5
San Bernardino County,2022,February,4.8
San Diego County,2022,February,4.1
San Francisco County,2022,February,3.1
San Joaquin County,2022,February,6.3
San Luis Obispo County,2022,February,3.6
San Mateo County,2022,February,2.9
Santa Barbara County,2022,February,4.8
Santa Clara County,2022,February,3.2
Santa Cruz County,2022,February,6.6
Shasta County,2022,February,5.7
Sierra County,2022,February,6.5
Siskiyou County,2022,February,8.1
Solano County,2022,February,5.2
Sonoma County,2022,February,3.8
Stanislaus County,2022,February,6.4
Sutter County,2022,February,8.4
Tehama County,2022,February,5.7
Trinity County,2022,February,6.2
Tulare County,2022,February,9.3
Tuolumne County,2022,February,5.6
Ventura County,2022,February,4.3
Yolo County,2022,February,5.1
Yuba County,2022,February,6.7
Alameda County,2022,March,3.5
Alpine County,2022,March,5.8
Amador County,2022,March,4.8
Butte County,2022,March,4.7
Calaveras County,2022,March,4.0
Colusa County,2022,March,15.1
Contra Costa County,2022,March,3.7
Del Norte County,2022,March,5.5
El Dorado County,2022,March,3.7
Fresno County,2022,March,7.3
Glenn County,2022,March,5.6
Humboldt County,2022,March,4.2
Imperial County,2022,March,12.4
Inyo County,2022,March,4.2
Kern County,2022,March,8.0
Kings County,2022,March,8.2
Lake County,2022,March,5.2
Lassen County,2022,March,5.4
Los Angeles County,2022,March,5.2
Madera County,2022,March,7.0
Marin County,2022,March,2.8
Mariposa County,2022,March,5.7
Mendocino County,2022,March,4.4
Merced County,2022,March,9.2
Modoc County,2022,March,7.0
Mono County,2022,March,4.2
Monterey County,2022,March,8.7
Napa County,2022,March,3.6
Nevada County,2022,March,3.8
Orange County,2022,March,3.3
Placer County,2022,March,3.2
Plumas County,2022,March,9.5
Riverside County,2022,March,4.2
Sacramento County,2022,March,4.2
San Benito County,2022,March,5.8
San Bernardino County,2022,March,4.3
San Diego County,2022,March,3.6
San Francisco County,2022,March,2.8
San Joaquin County,2022,March,5.7
San Luis Obispo County,2022,March,3.2
San Mateo County,2022,March,2.6
Santa Barbara County,2022,March,4.1
Santa Clara County,2022,March,2.8
Santa Cruz County,2022,March,6.1
Shasta County,2022,March,5.1
Sierra County,2022,March,5.8
Siskiyou County,2022,March,7.1
Solano County,2022,March,4.6
Sonoma County,2022,March,3.4
Stanislaus County,2022,March,5.9
Sutter County,2022,March,7.7
Tehama County,2022,March,5.2
Trinity County,2022,March,5.3
Tulare County,2022,March,8.9
Tuolumne County,2022,March,5.0
Ventura County,2022,March,3.8
Yolo County,2022,March,4.4
Yuba County,2022,March,6.0
Alameda County,2022,April,3.1
Alpine County,2022,April,4.5
Amador County,2022,April,4.1
Butte County,2022,April,4.2
Calaveras County,2022,April,3.4
Colusa County,2022,April,12.5
Contra Costa County,2022,April,3.3
Del Norte County,2022,April,5.0
El Dorado County,2022,April,3.2
Fresno County,2022,April,6.5
Glenn County,2022,April,5.0
Humboldt County,2022,April,3.8
Imperial County,2022,April,11.7
Inyo County,2022,April,3.6
Kern County,2022,April,7.0
Kings County,2022,April,7.1
Lake County,2022,April,4.7
Lassen County,2022,April,4.2
Los Angeles County,2022,April,4.8
Madera County,2022,April,6.2
Marin County,2022,April,2.5
Mariposa County,2022,April,4.4
Mendocino County,2022,April,4.0
Merced County,2022,April,8.1
Modoc County,2022,April,5.4
Mono County,2022,April,3.0
Monterey County,2022,April,6.3
Napa County,2022,April,3.0
Nevada County,2022,April,3.3
Orange County,2022,April,2.9
Placer County,2022,April,2.8
Plumas County,2022,April,6.9
Riverside County,2022,April,3.8
Sacramento County,2022,April,3.6
San Benito County,2022,April,5.1
San Bernardino County,2022,April,3.8
San Diego County,2022,April,3.2
San Francisco County,2022,April,2.4
San Joaquin County,2022,April,5.0
San Luis Obispo County,2022,April,2.8
San Mateo County,2022,April,2.3
Santa Barbara County,2022,April,3.3
Santa Clara County,2022,April,2.5
Santa Cruz County,2022,April,5.2
Shasta County,2022,April,4.4
Sierra County,2022,April,4.8
Siskiyou County,2022,April,5.7
Solano County,2022,April,4.0
Sonoma County,2022,April,2.9
Stanislaus County,2022,April,5.4
Sutter County,2022,April,6.9
Tehama County,2022,April,4.6
Trinity County,2022,April,4.5
Tulare County,2022,April,7.8
Tuolumne County,2022,April,4.3
Ventura County,2022,April,3.3
Yolo County,2022,April,3.8
Yuba County,2022,April,5.2
Alameda County,2022,May,2.8
Alpine County,2022,May,5.7
Amador County,2022,May,3.6
Butte County,2022,May,3.8
Calaveras County,2022,May,3.1
Colusa County,2022,May,10.6
Contra Costa County,2022,May,3.0
Del Norte County,2022,May,4.7
El Dorado County,2022,May,2.9
Fresno County,2022,May,5.7
Glenn County,2022,May,4.7
Humboldt County,2022,May,3.4
Imperial County,2022,May,12.4
Inyo County,2022,May,3.3
Kern County,2022,May,6.6
Kings County,2022,May,6.3
Lake County,2022,May,4.1
Lassen County,2022,May,3.6
Los Angeles County,2022,May,4.6
Madera County,2022,May,5.5
Marin County,2022,May,2.2
Mariposa County,2022,May,3.6
Mendocino County,2022,May,3.4
Merced County,2022,May,7.1
Modoc County,2022,May,4.3
Mono County,2022,May,3.0
Monterey County,2022,May,4.8
Napa County,2022,May,2.6
Nevada County,2022,May,2.9
Orange County,2022,May,2.7
Placer County,2022,May,2.6
Plumas County,2022,May,4.9
Riverside County,2022,May,3.5
Sacramento County,2022,May,3.3
San Benito County,2022,May,4.5
San Bernardino County,2022,May,3.5
San Diego County,2022,May,2.9
San Francisco County,2022,May,2.2
San Joaquin County,2022,May,4.5
San Luis Obispo County,2022,May,2.6
San Mateo County,2022,May,2.1
Santa Barbara County,2022,May,2.9
Santa Clara County,2022,May,2.3
Santa Cruz County,2022,May,4.2
Shasta County,2022,May,3.9
Sierra County,2022,May,3.5
Siskiyou County,2022,May,4.8
Solano County,2022,May,3.6
Sonoma County,2022,May,2.7
Stanislaus County,2022,May,4.8
Sutter County,2022,May,6.0
Tehama County,2022,May,4.2
Trinity County,2022,May,3.7
Tulare County,2022,May,7.1
Tuolumne County,2022,May,3.8
Ventura County,2022,May,3.0
Yolo County,2022,May,3.5
Yuba County,2022,May,4.7
Alameda County,2022,June,3.3
Alpine County,2022,June,6.2
Amador County,2022,June,4.1
Butte County,2022,June,4.5
Calaveras County,2022,June,3.6
Colusa County,2022,June,10.1
Contra Costa County,2022,June,3.5
Del Norte County,2022,June,5.2
El Dorado County,2022,June,3.3
Fresno County,2022,June,6.2
Glenn County,2022,June,5.4
Humboldt County,2022,June,4.0
Imperial County,2022,June,13.9
Inyo County,2022,June,3.6
Kern County,2022,June,7.1
Kings County,2022,June,6.8
Lake County,2022,June,4.7
Lassen County,2022,June,4.1
Los Angeles County,2022,June,4.9
Madera County,2022,June,6.1
Marin County,2022,June,2.7
Mariposa County,2022,June,3.9
Mendocino County,2022,June,3.9
Merced County,2022,June,7.5
Modoc County,2022,June,4.6
Mono County,2022,June,3.5
Monterey County,2022,June,4.6
Napa County,2022,June,3.0
Nevada County,2022,June,3.4
Orange County,2022,June,3.2
Placer County,2022,June,3.1
Plumas County,2022,June,4.9
Riverside County,2022,June,4.2
Sacramento County,2022,June,3.9
San Benito County,2022,June,4.6
San Bernardino County,2022,June,4.1
San Diego County,2022,June,3.5
San Francisco County,2022,June,2.5
San Joaquin County,2022,June,5.1
San Luis Obispo County,2022,June,3.1
San Mateo County,2022,June,2.5
Santa Barbara County,2022,June,3.4
Santa Clara County,2022,June,2.7
Santa Cruz County,2022,June,4.3
Shasta County,2022,June,4.4
Sierra County,2022,June,3.6
Siskiyou County,2022,June,5.2
Solano County,2022,June,4.1
Sonoma County,2022,June,3.1
Stanislaus County,2022,June,5.5
Sutter County,2022,June,6.2
Tehama County,2022,June,4.8
Trinity County,2022,June,4.1
Tulare County,2022,June,7.8
Tuolumne County,2022,June,4.3
Ventura County,2022,June,3.5
Yolo County,2022,June,4.1
Yuba County,2022,June,5.3
Alameda County,2022,July,3.3
Alpine County,2022,July,5.4
Amador County,2022,July,4.1
Butte County,2022,July,4.5
Calaveras County,2022,July,3.5
Colusa County,2022,July,9.1
Contra Costa County,2022,July,3.5
Del Norte County,2022,July,5.2
El Dorado County,2022,July,3.2
Fresno County,2022,July,6.0
Glenn County,2022,July,5.5
Humboldt County,2022,July,4.0
Imperial County,2022,July,15.4
Inyo County,2022,July,3.6
Kern County,2022,July,6.9
Kings County,2022,July,6.5
Lake County,2022,July,4.6
Lassen County,2022,July,4.4
Los Angeles County,2022,July,4.9
Madera County,2022,July,6.0
Marin County,2022,July,2.7
Mariposa County,2022,July,3.8
Mendocino County,2022,July,3.9
Merced County,2022,July,7.1
Modoc County,2022,July,4.6
Mono County,2022,July,3.3
Monterey County,2022,July,4.4
Napa County,2022,July,2.9
Nevada County,2022,July,3.3
Orange County,2022,July,3.2
Placer County,2022,July,3.1
Plumas County,2022,July,5.0
Riverside County,2022,July,4.3
Sacramento County,2022,July,3.8
San Benito County,2022,July,4.5
San Bernardino County,2022,July,4.2
San Diego County,2022,July,3.4
San Francisco County,2022,July,2.5
San Joaquin County,2022,July,5.0
San Luis Obispo County,2022,July,3.1
San Mateo County,2022,July,2.4
Santa Barbara County,2022,July,3.3
Santa Clara County,2022,July,2.6
Santa Cruz County,2022,July,4.1
Shasta County,2022,July,4.5
Sierra County,2022,July,3.4
Siskiyou County,2022,July,5.0
Solano County,2022,July,4.0
Sonoma County,2022,July,3.1
Stanislaus County,2022,July,5.3
Sutter County,2022,July,5.8
Tehama County,2022,July,5.0
Trinity County,2022,July,4.1
Tulare County,2022,July,8.0
Tuolumne County,2022,July,4.3
Ventura County,2022,July,3.6
Yolo County,2022,July,3.9
Yuba County,2022,July,5.3
Alameda County,2022,August,3.4
Alpine County,2022,August,5.7
Amador County,2022,August,4.3
Butte County,2022,August,4.5
Calaveras County,2022,August,3.6
Colusa County,2022,August,8.0
Contra Costa County,2022,August,3.6
Del Norte County,2022,August,5.1
El Dorado County,2022,August,3.3
Fresno County,2022,August,5.9
Glenn County,2022,August,5.4
Humboldt County,2022,August,4.3
Imperial County,2022,August,17.3
Inyo County,2022,August,3.6
Kern County,2022,August,6.6
Kings County,2022,August,6.2
Lake County,2022,August,4.6
Lassen County,2022,August,4.5
Los Angeles County,2022,August,4.8
Madera County,2022,August,5.6
Marin County,2022,August,2.8
Mariposa County,2022,August,3.9
Mendocino County,2022,August,3.9
Merced County,2022,August,6.9
Modoc County,2022,August,4.5
Mono County,2022,August,3.6
Monterey County,2022,August,4.3
Napa County,2022,August,3.0
Nevada County,2022,August,3.4
Orange County,2022,August,3.3
Placer County,2022,August,3.2
Plumas County,2022,August,4.8
Riverside County,2022,August,4.5
Sacramento County,2022,August,4.0
San Benito County,2022,August,4.5
San Bernardino County,2022,August,4.2
San Diego County,2022,August,3.6
San Francisco County,2022,August,2.6
San Joaquin County,2022,August,5.1
San Luis Obispo County,2022,August,3.2
San Mateo County,2022,August,2.5
Santa Barbara County,2022,August,3.3
Santa Clara County,2022,August,2.7
Santa Cruz County,2022,August,4.0
Shasta County,2022,August,4.5
Sierra County,2022,August,3.5
Siskiyou County,2022,August,4.9
Solano County,2022,August,4.2
Sonoma County,2022,August,3.2
Stanislaus County,2022,August,5.2
Sutter County,2022,August,5.5
Tehama County,2022,August,4.8
Trinity County,2022,August,4.0
Tulare County,2022,August,8.1
Tuolumne County,2022,August,4.3
Ventura County,2022,August,3.8
Yolo County,2022,August,3.9
Yuba County,2022,August,5.3
Alameda County,2022,September,3.0
Alpine County,2022,September,5.1
Amador County,2022,September,4.0
Butte County,2022,September,3.9
Calaveras County,2022,September,3.3
Colusa County,2022,September,7.4
Contra Costa County,2022,September,3.2
Del Norte County,2022,September,4.6
El Dorado County,2022,September,3.0
Fresno County,2022,September,5.4
Glenn County,2022,September,4.7
Humboldt County,2022,September,3.6
Imperial County,2022,September,16.8
Inyo County,2022,September,3.1
Kern County,2022,September,6.0
Kings County,2022,September,5.6
Lake County,2022,September,4.4
Lassen County,2022,September,3.7
Los Angeles County,2022,September,4.4
Madera County,2022,September,5.1
Marin County,2022,September,2.5
Mariposa County,2022,September,3.6
Mendocino County,2022,September,3.5
Merced County,2022,September,6.0
Modoc County,2022,September,4.0
Mono County,2022,September,3.7
Monterey County,2022,September,3.8
Napa County,2022,September,2.7
Nevada County,2022,September,3.1
Orange County,2022,September,2.9
Placer County,2022,September,2.9
Plumas County,2022,September,4.4
Riverside County,2022,September,4.0
Sacramento County,2022,September,3.6
San Benito County,2022,September,4.1
San Bernardino County,2022,September,3.8
San Diego County,2022,September,3.2
San Francisco County,2022,September,2.3
San Joaquin County,2022,September,4.7
San Luis Obispo County,2022,September,2.8
San Mateo County,2022,September,2.2
Santa Barbara County,2022,September,3.0
Santa Clara County,2022,September,2.4
Santa Cruz County,2022,September,3.6
Shasta County,2022,September,4.0
Sierra County,2022,September,2.8
Siskiyou County,2022,September,4.3
Solano County,2022,September,3.7
Sonoma County,2022,September,2.8
Stanislaus County,2022,September,4.7
Sutter County,2022,September,5.1
Tehama County,2022,September,4.3
Trinity County,2022,September,3.7
Tulare County,2022,September,7.5
Tuolumne County,2022,September,3.9
Ventura County,2022,September,3.5
Yolo County,2022,September,3.4
Yuba County,2022,September,4.8
Alameda County,2022,October,3.2
Alpine County,2022,October,6.0
Amador County,2022,October,4.4
Butte County,2022,October,4.1
Calaveras County,2022,October,3.5
Colusa County,2022,October,8.2
Contra Costa County,2022,October,3.4
Del Norte County,2022,October,4.8
El Dorado County,2022,October,3.2
Fresno County,2022,October,5.9
Glenn County,2022,October,4.9
Humboldt County,2022,October,3.8
Imperial County,2022,October,17.2
Inyo County,2022,October,3.3
Kern County,2022,October,6.3
Kings County,2022,October,6.3
Lake County,2022,October,4.8
Lassen County,2022,October,3.8
Los Angeles County,2022,October,4.6
Madera County,2022,October,5.6
Marin County,2022,October,2.6
Mariposa County,2022,October,3.8
Mendocino County,2022,October,3.8
Merced County,2022,October,6.3
Modoc County,2022,October,4.1
Mono County,2022,October,4.4
Monterey County,2022,October,4.3
Napa County,2022,October,3.0
Nevada County,2022,October,3.3
Orange County,2022,October,3.0
Placer County,2022,October,3.0
Plumas County,2022,October,4.8
Riverside County,2022,October,4.2
Sacramento County,2022,October,3.8
San Benito County,2022,October,4.5
San Bernardino County,2022,October,4.0
San Diego County,2022,October,3.3
San Francisco County,2022,October,2.4
San Joaquin County,2022,October,5.0
San Luis Obispo County,2022,October,2.9
San Mateo County,2022,October,2.3
Santa Barbara County,2022,October,3.2
Santa Clara County,2022,October,2.5
Santa Cruz County,2022,October,3.9
Shasta County,2022,October,4.2
Sierra County,2022,October,3.1
Siskiyou County,2022,October,4.5
Solano County,2022,October,4.0
Sonoma County,2022,October,3.0
Stanislaus County,2022,October,5.0
Sutter County,2022,October,5.6
Tehama County,2022,October,4.5
Trinity County,2022,October,4.3
Tulare County,2022,October,8.2
Tuolumne County,2022,October,4.1
Ventura County,2022,October,3.7
Yolo County,2022,October,3.7
Yuba County,2022,October,5.1
Alameda County,2022,November,3.3
Alpine County,2022,November,5.7
Amador County,2022,November,4.6
Butte County,2022,November,4.5
Calaveras County,2022,November,3.7
Colusa County,2022,November,11.8
Contra Costa County,2022,November,3.5
Del Norte County,2022,November,5.3
El Dorado County,2022,November,3.4
Fresno County,2022,November,6.6
Glenn County,2022,November,5.5
Humboldt County,2022,November,4.0
Imperial County,2022,November,16.9
Inyo County,2022,November,3.7
Kern County,2022,November,6.6
Kings County,2022,November,6.9
Lake County,2022,November,5.5
Lassen County,2022,November,4.7
Los Angeles County,2022,November,4.6
Madera County,2022,November,6.4
Marin County,2022,November,2.7
Mariposa County,2022,November,4.3
Mendocino County,2022,November,4.4
Merced County,2022,November,7.3
Modoc County,2022,November,5.2
Mono County,2022,November,4.1
Monterey County,2022,November,5.6
Napa County,2022,November,3.3
Nevada County,2022,November,3.4
Orange County,2022,November,3.1
Placer County,2022,November,3.1
Plumas County,2022,November,6.4
Riverside County,2022,November,4.2
Sacramento County,2022,November,4.0
San Benito County,2022,November,4.9
San Bernardino County,2022,November,4.1
San Diego County,2022,November,3.4
San Francisco County,2022,November,2.5
San Joaquin County,2022,November,5.4
San Luis Obispo County,2022,November,3.0
San Mateo County,2022,November,2.4
Santa Barbara County,2022,November,3.6
Santa Clara County,2022,November,2.6
Santa Cruz County,2022,November,4.7
Shasta County,2022,November,4.6
Sierra County,2022,November,3.5
Siskiyou County,2022,November,5.6
Solano County,2022,November,4.2
Sonoma County,2022,November,3.1
Stanislaus County,2022,November,5.5
Sutter County,2022,November,6.8
Tehama County,2022,November,4.9
Trinity County,2022,November,5.1
Tulare County,2022,November,8.5
Tuolumne County,2022,November,4.4
Ventura County,2022,November,3.9
Yolo County,2022,November,4.2
Yuba County,2022,November,5.7
Alameda County,2022,December,3.0
Alpine County,2022,December,4.8
Amador County,2022,December,4.5
Butte County,2022,December,4.5
Calaveras County,2022,December,3.5
Colusa County,2022,December,14.9
Contra Costa County,2022,December,3.2
Del Norte County,2022,December,5.3
El Dorado County,2022,December,3.2
Fresno County,2022,December,6.6
Glenn County,2022,December,5.8
Humboldt County,2022,December,3.8
Imperial County,2022,December,15.8
Inyo County,2022,December,3.6
Kern County,2022,December,7.0
Kings County,2022,December,7.3
Lake County,2022,December,5.6
Lassen County,2022,December,5.1
Los Angeles County,2022,December,4.4
Madera County,2022,December,6.4
Marin County,2022,December,2.4
Mariposa County,2022,December,4.5
Mendocino County,2022,December,4.5
Merced County,2022,December,8.1
Modoc County,2022,December,6.4
Mono County,2022,December,3.6
Monterey County,2022,December,7.8
Napa County,2022,December,3.3
Nevada County,2022,December,3.2
Orange County,2022,December,2.8
Placer County,2022,December,2.9
Plumas County,2022,December,7.8
Riverside County,2022,December,3.9
Sacramento County,2022,December,3.7
San Benito County,2022,December,5.2
San Bernardino County,2022,December,3.7
San Diego County,2022,December,3.1
San Francisco County,2022,December,2.3
San Joaquin County,2022,December,5.4
San Luis Obispo County,2022,December,2.8
San Mateo County,2022,December,2.2
Santa Barbara County,2022,December,3.7
Santa Clara County,2022,December,2.4
Santa Cruz County,2022,December,5.2
Shasta County,2022,December,4.5
Sierra County,2022,December,4.2
Siskiyou County,2022,December,6.2
Solano County,2022,December,4.0
Sonoma County,2022,December,2.9
Stanislaus County,2022,December,5.5
Sutter County,2022,December,7.4
Tehama County,2022,December,5.0
Trinity County,2022,December,5.3
Tulare County,2022,December,8.6
Tuolumne County,2022,December,4.2
Ventura County,2022,December,3.6
Yolo County,2022,December,4.1
Yuba County,2022,December,5.9
Alpine County,2023,January,4.7
Amador County,2023,January,5.6
Butte County,2023,January,5.6
Calaveras County,2023,January,4.7
Colusa County,2023,January,18.0
Del Norte County,2023,January,6.2
Fresno County,2023,January,7.7
Glenn County,2023,January,7.3
Humboldt County,2023,January,4.8
Imperial County,2023,January,16.3
Inyo County,2023,January,4.2
Kern County,2023,January,8.2
Kings County,2023,January,8.8
Lake County,2023,January,6.9
Lassen County,2023,January,6.4
Los Angeles County,2023,January,5.0
Madera County,2023,January,7.8
Marin County,2023,January,3.0
Mariposa County,2023,January,6.0
Mendocino County,2023,January,5.5
Merced County,2023,January,9.8
Modoc County,2023,January,9.1
Mono County,2023,January,4.0
Monterey County,2023,January,9.7
Napa County,2023,January,4.0
Nevada County,2023,January,4.0
Orange County,2023,January,3.4
Plumas County,2023,January,10.3
San Diego County,2023,January,3.7
San Joaquin County,2023,January,6.4
San Luis Obispo County,2023,January,3.5
