Area Name,Year,Month,Regional Unemployment Rate
Alameda County,2014,January,6.6
Alpine County,2014,January,7.9
Amador County,2014,January,10.0
Butte County,2014,January,10.3
Calaveras County,2014,January,9.7
Colusa County,2014,January,25.7
Contra Costa County,2014,January,7.0
Del Norte County,2014,January,11.8
El Dorado County,2014,January,8.1
Fresno County,2014,January,13.9
Glenn County,2014,January,13.1
Humboldt County,2014,January,7.8
Imperial County,2014,January,22.0
Inyo County,2014,January,8.0
Kern County,2014,January,12.2
Kings County,2014,January,14.7
Lake County,2014,January,10.8
Lassen County,2014,January,11.5
Los Angeles County,2014,January,8.9
Madera County,2014,January,12.7
Marin County,2014,January,4.8
Mariposa County,2014,January,13.4
Mendocino County,2014,January,8.4
Merced County,2014,January,15.7
Modoc County,2014,January,14.0
Mono County,2014,January,7.5
Monterey County,2014,January,13.6
Napa County,2014,January,7.2
Nevada County,2014,January,7.5
Orange County,2014,January,6.1
Placer County,2014,January,7.1
Plumas County,2014,January,16.5
Riverside County,2014,January,9.1
Sacramento County,2014,January,8.3
San Benito County,2014,January,11.5
San Bernardino County,2014,January,9.0
San Diego County,2014,January,7.3
San Francisco County,2014,January,5.0
San Joaquin County,2014,January,12.4
San Luis Obispo County,2014,January,6.2
San Mateo County,2014,January,4.8
Santa Barbara County,2014,January,7.6
Santa Clara County,2014,January,5.8
Santa Cruz County,2014,January,11.8
Shasta County,2014,January,11.6
Sierra County,2014,January,13.1
Siskiyou County,2014,January,15.2
Solano County,2014,January,8.8
Sonoma County,2014,January,6.5
Stanislaus County,2014,January,13.1
Sutter County,2014,January,15.3
Tehama County,2014,January,11.3
Trinity County,2014,January,12.6
Tulare County,2014,January,15.6
Tuolumne County,2014,January,10.6
Ventura County,2014,January,7.5
Yolo County,2014,January,9.2
Yuba County,2014,January,13.3
Alameda County,2014,February,6.5
Alpine County,2014,February,8.5
Amador County,2014,February,10.0
Butte County,2014,February,10.2
Calaveras County,2014,February,9.6
Colusa County,2014,February,24.2
Contra Costa County,2014,February,7.0
Del Norte County,2014,February,11.9
El Dorado County,2014,February,8.1
Fresno County,2014,February,13.8
Glenn County,2014,February,12.8
Humboldt County,2014,February,7.9
Imperial County,2014,February,20.8
Inyo County,2014,February,8.0
Kern County,2014,February,12.4
Kings County,2014,February,14.7
Lake County,2014,February,10.3
Lassen County,2014,February,12.4
Los Angeles County,2014,February,8.8
Madera County,2014,February,12.7
Marin County,2014,February,4.8
Mariposa County,2014,February,12.3
Mendocino County,2014,February,8.6
Merced County,2014,February,15.8
Modoc County,2014,February,14.1
Mono County,2014,February,8.0
Monterey County,2014,February,13.3
Napa County,2014,February,6.8
Nevada County,2014,February,7.5
Orange County,2014,February,6.1
Placer County,2014,February,7.2
Plumas County,2014,February,16.4
Riverside County,2014,February,9.1
Sacramento County,2014,February,8.3
San Benito County,2014,February,11.5
San Bernardino County,2014,February,8.9
San Diego County,2014,February,7.2
San Francisco County,2014,February,4.9
San Joaquin County,2014,February,12.4
San Luis Obispo County,2014,February,6.2
San Mateo County,2014,February,4.8
Santa Barbara County,2014,February,7.4
Santa Clara County,2014,February,5.8
Santa Cruz County,2014,February,11.7
Shasta County,2014,February,11.9
Sierra County,2014,February,13.6
Siskiyou County,2014,February,15.4
Solano County,2014,February,8.7
Sonoma County,2014,February,6.5
Stanislaus County,2014,February,13.1
Sutter County,2014,February,15.8
Tehama County,2014,February,11.4
Trinity County,2014,February,12.8
Tulare County,2014,February,15.6
Tuolumne County,2014,February,10.5
Ventura County,2014,February,7.3
Yolo County,2014,February,9.2
Yuba County,2014,February,13.5
Alameda County,2014,March,6.5
Alpine County,2014,March,8.6
Amador County,2014,March,9.9
Butte County,2014,March,10.0
Calaveras County,2014,March,9.4
Colusa County,2014,March,24.6
Contra Costa County,2014,March,6.9
Del Norte County,2014,March,11.6
El Dorado County,2014,March,8.1
Fresno County,2014,March,14.0
Glenn County,2014,March,12.8
Humboldt County,2014,March,7.8
Imperial County,2014,March,21.2
Inyo County,2014,March,8.1
Kern County,2014,March,12.9
Kings County,2014,March,14.6
Lake County,2014,March,10.4
Lassen County,2014,March,11.9
Los Angeles County,2014,March,8.6
Madera County,2014,March,13.4
Marin County,2014,March,4.8
Mariposa County,2014,March,12.1
Mendocino County,2014,March,8.4
Merced County,2014,March,16.0
Modoc County,2014,March,13.6
Mono County,2014,March,7.7
Monterey County,2014,March,12.6
Napa County,2014,March,6.5
Nevada County,2014,March,7.6
Orange County,2014,March,6.1
Placer County,2014,March,7.1
Plumas County,2014,March,16.5
Riverside County,2014,March,9.0
Sacramento County,2014,March,8.3
San Benito County,2014,March,11.4
San Bernardino County,2014,March,8.9
San Diego County,2014,March,7.2
San Francisco County,2014,March,5.0
San Joaquin County,2014,March,12.3
San Luis Obispo County,2014,March,6.1
San Mateo County,2014,March,4.8
Santa Barbara County,2014,March,6.9
Santa Clara County,2014,March,5.8
Santa Cruz County,2014,March,11.5
Shasta County,2014,March,11.8
Sierra County,2014,March,13.6
Siskiyou County,2014,March,14.8
Solano County,2014,March,8.7
Sonoma County,2014,March,6.5
Stanislaus County,2014,March,13.3
Sutter County,2014,March,15.9
Tehama County,2014,March,11.5
Trinity County,2014,March,12.9
Tulare County,2014,March,16.0
Tuolumne County,2014,March,10.4
Ventura County,2014,March,7.2
Yolo County,2014,March,9.0
Yuba County,2014,March,13.5
Alameda County,2014,April,5.6
Alpine County,2014,April,8.0
Amador County,2014,April,8.5
Butte County,2014,April,8.7
Calaveras County,2014,April,8.1
Colusa County,2014,April,19.9
Contra Costa County,2014,April,6.0
Del Norte County,2014,April,10.1
El Dorado County,2014,April,7.0
Fresno County,2014,April,12.2
Glenn County,2014,April,11.2
Humboldt County,2014,April,6.6
Imperial County,2014,April,22.7
Inyo County,2014,April,7.0
Kern County,2014,April,11.1
Kings County,2014,April,12.7
Lake County,2014,April,9.1
Lassen County,2014,April,9.9
Los Angeles County,2014,April,7.8
Madera County,2014,April,11.7
Marin County,2014,April,4.0
Mariposa County,2014,April,9.2
Mendocino County,2014,April,7.1
Merced County,2014,April,13.8
Modoc County,2014,April,10.8
Mono County,2014,April,6.5
Monterey County,2014,April,9.1
Napa County,2014,April,5.4
Nevada County,2014,April,6.5
Orange County,2014,April,5.2
Placer County,2014,April,6.1
Plumas County,2014,April,13.3
Riverside County,2014,April,7.9
Sacramento County,2014,April,7.2
San Benito County,2014,April,9.9
San Bernardino County,2014,April,7.8
San Diego County,2014,April,6.3
San Francisco County,2014,April,4.2
San Joaquin County,2014,April,10.8
San Luis Obispo County,2014,April,5.2
San Mateo County,2014,April,4.0
Santa Barbara County,2014,April,5.6
Santa Clara County,2014,April,5.0
Santa Cruz County,2014,April,9.5
Shasta County,2014,April,10.1
Sierra County,2014,April,11.5
Siskiyou County,2014,April,11.5
Solano County,2014,April,7.6
Sonoma County,2014,April,5.4
Stanislaus County,2014,April,11.8
Sutter County,2014,April,14.1
Tehama County,2014,April,9.9
Trinity County,2014,April,10.6
Tulare County,2014,April,13.4
Tuolumne County,2014,April,9.0
Ventura County,2014,April,6.2
Yolo County,2014,April,7.5
Yuba County,2014,April,11.9
Alameda County,2014,May,5.6
Alpine County,2014,May,10.3
Amador County,2014,May,8.1
Butte County,2014,May,8.3
Calaveras County,2014,May,7.9
Colusa County,2014,May,16.2
Contra Costa County,2014,May,6.0
Del Norte County,2014,May,9.7
El Dorado County,2014,May,6.9
Fresno County,2014,May,11.1
Glenn County,2014,May,10.5
Humboldt County,2014,May,6.3
Imperial County,2014,May,23.4
Inyo County,2014,May,6.6
Kern County,2014,May,10.2
Kings County,2014,May,11.5
Lake County,2014,May,8.5
Lassen County,2014,May,8.5
Los Angeles County,2014,May,8.0
Madera County,2014,May,10.7
Marin County,2014,May,4.1
Mariposa County,2014,May,7.7
Mendocino County,2014,May,6.5
Merced County,2014,May,12.6
Modoc County,2014,May,9.4
Mono County,2014,May,8.0
Monterey County,2014,May,7.6
Napa County,2014,May,5.2
Nevada County,2014,May,6.6
Orange County,2014,May,5.3
Placer County,2014,May,6.1
Plumas County,2014,May,10.6
Riverside County,2014,May,7.9
Sacramento County,2014,May,7.1
San Benito County,2014,May,9.4
San Bernardino County,2014,May,7.9
San Diego County,2014,May,6.3
San Francisco County,2014,May,4.3
San Joaquin County,2014,May,10.2
San Luis Obispo County,2014,May,5.2
San Mateo County,2014,May,4.1
Santa Barbara County,2014,May,5.4
Santa Clara County,2014,May,5.0
Santa Cruz County,2014,May,7.8
Shasta County,2014,May,9.3
Sierra County,2014,May,9.8
Siskiyou County,2014,May,10.0
Solano County,2014,May,7.4
Sonoma County,2014,May,5.4
Stanislaus County,2014,May,11.2
Sutter County,2014,May,12.8
Tehama County,2014,May,9.3
Trinity County,2014,May,8.6
Tulare County,2014,May,12.3
Tuolumne County,2014,May,8.4
Ventura County,2014,May,6.2
Yolo County,2014,May,7.0
Yuba County,2014,May,10.8
Alameda County,2014,June,6.0
Alpine County,2014,June,10.5
Amador County,2014,June,8.3
Butte County,2014,June,8.9
Calaveras County,2014,June,7.9
Colusa County,2014,June,16.0
Contra Costa County,2014,June,6.4
Del Norte County,2014,June,9.9
El Dorado County,2014,June,7.1
Fresno County,2014,June,11.3
Glenn County,2014,June,10.9
Humboldt County,2014,June,6.7
Imperial County,2014,June,25.9
Inyo County,2014,June,6.6
Kern County,2014,June,10.6
Kings County,2014,June,11.9
Lake County,2014,June,8.7
Lassen County,2014,June,8.8
Los Angeles County,2014,June,8.3
Madera County,2014,June,10.9
Marin County,2014,June,4.4
Mariposa County,2014,June,7.4
Mendocino County,2014,June,6.7
Merced County,2014,June,12.4
Modoc County,2014,June,8.9
Mono County,2014,June,7.5
Monterey County,2014,June,7.4
Napa County,2014,June,5.4
Nevada County,2014,June,6.6
Orange County,2014,June,5.7
Placer County,2014,June,6.4
Plumas County,2014,June,9.6
Riverside County,2014,June,8.5
Sacramento County,2014,June,7.4
San Benito County,2014,June,9.2
San Bernardino County,2014,June,8.4
San Diego County,2014,June,6.7
San Francisco County,2014,June,4.5
San Joaquin County,2014,June,10.6
San Luis Obispo County,2014,June,5.6
San Mateo County,2014,June,4.4
Santa Barbara County,2014,June,5.9
Santa Clara County,2014,June,5.3
Santa Cruz County,2014,June,7.7
Shasta County,2014,June,9.5
Sierra County,2014,June,8.7
Siskiyou County,2014,June,9.9
Solano County,2014,June,7.7
Sonoma County,2014,June,5.7
Stanislaus County,2014,June,11.4
Sutter County,2014,June,12.6
Tehama County,2014,June,9.8
Trinity County,2014,June,8.3
Tulare County,2014,June,12.6
Tuolumne County,2014,June,8.6
Ventura County,2014,June,6.6
Yolo County,2014,June,7.3
Yuba County,2014,June,11.2
Alameda County,2014,July,6.4
Alpine County,2014,July,8.9
Amador County,2014,July,8.4
Butte County,2014,July,9.4
Calaveras County,2014,July,8.3
Colusa County,2014,July,13.8
Contra Costa County,2014,July,6.7
Del Norte County,2014,July,10.6
El Dorado County,2014,July,7.3
Fresno County,2014,July,11.3
Glenn County,2014,July,11.4
Humboldt County,2014,July,7.2
Imperial County,2014,July,28.8
Inyo County,2014,July,7.1
Kern County,2014,July,10.4
Kings County,2014,July,11.5
Lake County,2014,July,9.0
Lassen County,2014,July,8.8
Los Angeles County,2014,July,9.0
Madera County,2014,July,11.2
Marin County,2014,July,4.7
Mariposa County,2014,July,7.4
Mendocino County,2014,July,7.1
Merced County,2014,July,12.6
Modoc County,2014,July,9.0
Mono County,2014,July,7.0
Monterey County,2014,July,7.5
Napa County,2014,July,5.8
Nevada County,2014,July,6.9
Orange County,2014,July,6.1
Placer County,2014,July,6.7
Plumas County,2014,July,9.6
Riverside County,2014,July,9.1
Sacramento County,2014,July,7.8
San Benito County,2014,July,9.2
San Bernardino County,2014,July,8.9
San Diego County,2014,July,7.0
San Francisco County,2014,July,4.7
San Joaquin County,2014,July,10.7
San Luis Obispo County,2014,July,6.2
San Mateo County,2014,July,4.6
Santa Barbara County,2014,July,6.3
Santa Clara County,2014,July,5.6
Santa Cruz County,2014,July,7.9
Shasta County,2014,July,9.7
Sierra County,2014,July,8.7
Siskiyou County,2014,July,10.0
Solano County,2014,July,8.0
Sonoma County,2014,July,6.0
Stanislaus County,2014,July,11.3
Sutter County,2014,July,12.0
Tehama County,2014,July,10.4
Trinity County,2014,July,8.6
Tulare County,2014,July,13.1
Tuolumne County,2014,July,8.8
Ventura County,2014,July,7.2
Yolo County,2014,July,7.5
Yuba County,2014,July,11.4
Alameda County,2014,August,6.2
Alpine County,2014,August,8.5
Amador County,2014,August,8.0
Butte County,2014,August,8.7
Calaveras County,2014,August,8.0
Colusa County,2014,August,12.0
Contra Costa County,2014,August,6.5
Del Norte County,2014,August,10.2
El Dorado County,2014,August,6.9
Fresno County,2014,August,10.6
Glenn County,2014,August,10.5
Humboldt County,2014,August,6.8
Imperial County,2014,August,29.0
Inyo County,2014,August,6.6
Kern County,2014,August,9.7
Kings County,2014,August,10.6
Lake County,2014,August,8.4
Lassen County,2014,August,8.3
Los Angeles County,2014,August,8.7
Madera County,2014,August,10.1
Marin County,2014,August,4.5
Mariposa County,2014,August,7.1
Mendocino County,2014,August,6.7
Merced County,2014,August,11.5
Modoc County,2014,August,8.8
Mono County,2014,August,6.5
Monterey County,2014,August,7.0
Napa County,2014,August,5.5
Nevada County,2014,August,6.6
Orange County,2014,August,5.9
Placer County,2014,August,6.4
Plumas County,2014,August,9.0
Riverside County,2014,August,8.9
Sacramento County,2014,August,7.5
San Benito County,2014,August,8.6
San Bernardino County,2014,August,8.4
San Diego County,2014,August,6.7
San Francisco County,2014,August,4.6
San Joaquin County,2014,August,10.0
San Luis Obispo County,2014,August,6.0
San Mateo County,2014,August,4.4
Santa Barbara County,2014,August,6.1
Santa Clara County,2014,August,5.4
Santa Cruz County,2014,August,7.5
Shasta County,2014,August,9.1
Sierra County,2014,August,8.7
Siskiyou County,2014,August,9.5
Solano County,2014,August,7.6
Sonoma County,2014,August,5.7
Stanislaus County,2014,August,10.4
Sutter County,2014,August,10.8
Tehama County,2014,August,9.5
Trinity County,2014,August,7.9
Tulare County,2014,August,12.4
Tuolumne County,2014,August,8.4
Ventura County,2014,August,7.1
Yolo County,2014,August,7.2
Yuba County,2014,August,10.6
Alameda County,2014,September,5.6
Alpine County,2014,September,7.5
Amador County,2014,September,7.4
Butte County,2014,September,7.6
Calaveras County,2014,September,7.2
Colusa County,2014,September,11.1
Contra Costa County,2014,September,5.9
Del Norte County,2014,September,8.9
El Dorado County,2014,September,6.4
Fresno County,2014,September,9.8
Glenn County,2014,September,8.8
Humboldt County,2014,September,6.0
Imperial County,2014,September,26.8
Inyo County,2014,September,6.0
Kern County,2014,September,8.9
Kings County,2014,September,9.6
Lake County,2014,September,8.0
Lassen County,2014,September,7.4
Los Angeles County,2014,September,8.0
Madera County,2014,September,9.1
Marin County,2014,September,4.1
Mariposa County,2014,September,6.6
Mendocino County,2014,September,6.1
Merced County,2014,September,10.2
Modoc County,2014,September,8.1
Mono County,2014,September,6.4
Monterey County,2014,September,6.4
Napa County,2014,September,5.0
Nevada County,2014,September,6.0
Orange County,2014,September,5.3
Placer County,2014,September,5.9
Plumas County,2014,September,8.3
Riverside County,2014,September,8.0
Sacramento County,2014,September,6.9
San Benito County,2014,September,7.7
San Bernardino County,2014,September,7.6
San Diego County,2014,September,6.2
San Francisco County,2014,September,4.2
San Joaquin County,2014,September,9.3
San Luis Obispo County,2014,September,5.4
San Mateo County,2014,September,4.0
Santa Barbara County,2014,September,5.6
Santa Clara County,2014,September,4.9
Santa Cruz County,2014,September,6.9
Shasta County,2014,September,8.3
Sierra County,2014,September,7.9
Siskiyou County,2014,September,8.6
Solano County,2014,September,6.9
Sonoma County,2014,September,5.2
Stanislaus County,2014,September,9.6
Sutter County,2014,September,10.1
Tehama County,2014,September,8.3
Trinity County,2014,September,7.4
Tulare County,2014,September,11.4
Tuolumne County,2014,September,7.6
Ventura County,2014,September,6.6
Yolo County,2014,September,6.6
Yuba County,2014,September,9.7
Alameda County,2014,October,5.5
Alpine County,2014,October,7.8
Amador County,2014,October,7.2
Butte County,2014,October,7.4
Calaveras County,2014,October,7.1
Colusa County,2014,October,10.9
Contra Costa County,2014,October,5.8
Del Norte County,2014,October,9.0
El Dorado County,2014,October,6.4
Fresno County,2014,October,10.3
Glenn County,2014,October,8.2
Humboldt County,2014,October,6.0
Imperial County,2014,October,24.3
Inyo County,2014,October,6.1
Kern County,2014,October,8.8
Kings County,2014,October,10.2
Lake County,2014,October,8.0
Lassen County,2014,October,6.7
Los Angeles County,2014,October,7.8
Madera County,2014,October,9.7
Marin County,2014,October,4.1
Mariposa County,2014,October,7.1
Mendocino County,2014,October,6.1
Merced County,2014,October,10.3
Modoc County,2014,October,8.3
Mono County,2014,October,7.3
Monterey County,2014,October,6.7
Napa County,2014,October,4.9
Nevada County,2014,October,5.9
Orange County,2014,October,5.2
Placer County,2014,October,5.9
Plumas County,2014,October,8.6
Riverside County,2014,October,7.8
Sacramento County,2014,October,6.8
San Benito County,2014,October,7.9
San Bernardino County,2014,October,7.4
San Diego County,2014,October,6.0
San Francisco County,2014,October,4.1
San Joaquin County,2014,October,9.3
San Luis Obispo County,2014,October,5.3
San Mateo County,2014,October,4.0
Santa Barbara County,2014,October,5.6
Santa Clara County,2014,October,4.8
Santa Cruz County,2014,October,6.9
Shasta County,2014,October,8.2
Sierra County,2014,October,7.9
Siskiyou County,2014,October,8.7
Solano County,2014,October,6.8
Sonoma County,2014,October,5.1
Stanislaus County,2014,October,9.8
Sutter County,2014,October,10.3
Tehama County,2014,October,8.0
Trinity County,2014,October,7.9
Tulare County,2014,October,11.9
Tuolumne County,2014,October,7.6
Ventura County,2014,October,6.4
Yolo County,2014,October,6.7
Yuba County,2014,October,9.6
Alameda County,2014,November,5.4
Alpine County,2014,November,7.5
Amador County,2014,November,7.5
Butte County,2014,November,7.8
Calaveras County,2014,November,7.2
Colusa County,2014,November,16.7
Contra Costa County,2014,November,5.7
Del Norte County,2014,November,9.3
El Dorado County,2014,November,6.4
Fresno County,2014,November,11.1
Glenn County,2014,November,9.0
Humboldt County,2014,November,6.1
Imperial County,2014,November,23.0
Inyo County,2014,November,6.4
Kern County,2014,November,9.3
Kings County,2014,November,11.2
Lake County,2014,November,8.7
Lassen County,2014,November,8.0
Los Angeles County,2014,November,7.6
Madera County,2014,November,11.6
Marin County,2014,November,4.0
Mariposa County,2014,November,8.6
Mendocino County,2014,November,6.6
Merced County,2014,November,12.0
Modoc County,2014,November,9.5
Mono County,2014,November,7.3
Monterey County,2014,November,8.5
Napa County,2014,November,5.8
Nevada County,2014,November,6.1
Orange County,2014,November,5.1
Placer County,2014,November,5.8
Plumas County,2014,November,10.5
Riverside County,2014,November,7.4
Sacramento County,2014,November,6.7
San Benito County,2014,November,8.4
San Bernardino County,2014,November,7.2
San Diego County,2014,November,5.9
San Francisco County,2014,November,4.0
San Joaquin County,2014,November,9.9
San Luis Obispo County,2014,November,5.3
San Mateo County,2014,November,3.9
Santa Barbara County,2014,November,5.9
Santa Clara County,2014,November,4.7
Santa Cruz County,2014,November,8.1
Shasta County,2014,November,8.5
Sierra County,2014,November,8.6
Siskiyou County,2014,November,10.1
Solano County,2014,November,6.8
Sonoma County,2014,November,5.2
Stanislaus County,2014,November,10.3
Sutter County,2014,November,11.7
Tehama County,2014,November,8.4
Trinity County,2014,November,8.7
Tulare County,2014,November,12.2
Tuolumne County,2014,November,7.7
Ventura County,2014,November,6.4
Yolo County,2014,November,7.1
Yuba County,2014,November,10.1
Alameda County,2014,December,4.9
Alpine County,2014,December,5.8
Amador County,2014,December,7.4
Butte County,2014,December,7.7
Calaveras County,2014,December,6.9
Colusa County,2014,December,21.0
Contra Costa County,2014,December,5.2
Del Norte County,2014,December,9.2
El Dorado County,2014,December,6.1
Fresno County,2014,December,11.2
Glenn County,2014,December,10.2
Humboldt County,2014,December,6.0
Imperial County,2014,December,23.2
Inyo County,2014,December,6.3
Kern County,2014,December,10.0
Kings County,2014,December,11.4
Lake County,2014,December,8.8
Lassen County,2014,December,8.3
Los Angeles County,2014,December,7.2
Madera County,2014,December,11.9
Marin County,2014,December,3.6
Mariposa County,2014,December,9.3
Mendocino County,2014,December,6.8
Merced County,2014,December,12.9
Modoc County,2014,December,10.5
Mono County,2014,December,6.0
Monterey County,2014,December,11.2
Napa County,2014,December,5.7
Nevada County,2014,December,5.7
Orange County,2014,December,4.6
Placer County,2014,December,5.3
Plumas County,2014,December,12.3
Riverside County,2014,December,6.9
Sacramento County,2014,December,6.3
San Benito County,2014,December,8.6
San Bernardino County,2014,December,6.7
San Diego County,2014,December,5.4
San Francisco County,2014,December,3.7
San Joaquin County,2014,December,9.8
San Luis Obispo County,2014,December,5.0
San Mateo County,2014,December,3.5
Santa Barbara County,2014,December,6.0
Santa Clara County,2014,December,4.3
Santa Cruz County,2014,December,9.0
Shasta County,2014,December,8.8
Sierra County,2014,December,10.3
Siskiyou County,2014,December,11.4
Solano County,2014,December,6.6
Sonoma County,2014,December,4.9
Stanislaus County,2014,December,10.3
Sutter County,2014,December,12.1
Tehama County,2014,December,8.9
Trinity County,2014,December,9.3
Tulare County,2014,December,12.8
Tuolumne County,2014,December,7.6
Ventura County,2014,December,6.0
Yolo County,2014,December,7.1
Yuba County,2014,December,10.4
Alameda County,2015,January,5.4
Alpine County,2015,January,6.5
Amador County,2015,January,8.0
Butte County,2015,January,8.6
Calaveras County,2015,January,7.5
Colusa County,2015,January,23.7
Contra Costa County,2015,January,5.8
Del Norte County,2015,January,10.0
El Dorado County,2015,January,6.7
Fresno County,2015,January,12.2
Glenn County,2015,January,10.8
Humboldt County,2015,January,6.7
Imperial County,2015,January,23.9
Inyo County,2015,January,7.1
Kern County,2015,January,11.3
Kings County,2015,January,12.9
Lake County,2015,January,9.4
Lassen County,2015,January,9.4
Los Angeles County,2015,January,7.8
Madera County,2015,January,12.5
Marin County,2015,January,4.1
Mariposa County,2015,January,10.5
Mendocino County,2015,January,7.3
Merced County,2015,January,14.3
Modoc County,2015,January,11.9
Mono County,2015,January,5.8
Monterey County,2015,January,12.6
Napa County,2015,January,5.9
Nevada County,2015,January,6.2
Orange County,2015,January,5.1
Placer County,2015,January,5.9
Plumas County,2015,January,14.7
Riverside County,2015,January,7.4
Sacramento County,2015,January,6.9
San Benito County,2015,January,9.3
San Bernardino County,2015,January,7.3
San Diego County,2015,January,5.9
San Francisco County,2015,January,4.2
San Joaquin County,2015,January,10.6
San Luis Obispo County,2015,January,5.5
San Mateo County,2015,January,3.9
Santa Barbara County,2015,January,6.7
Santa Clara County,2015,January,4.8
Santa Cruz County,2015,January,10.3
Shasta County,2015,January,9.5
Sierra County,2015,January,11.9
Siskiyou County,2015,January,12.8
Solano County,2015,January,7.1
Sonoma County,2015,January,5.3
Stanislaus County,2015,January,11.1
Sutter County,2015,January,13.3
Tehama County,2015,January,9.6
Trinity County,2015,January,10.5
Tulare County,2015,January,13.8
Tuolumne County,2015,January,8.5
Ventura County,2015,January,6.4
Yolo County,2015,January,7.9
Yuba County,2015,January,11.5
Alameda County,2015,February,5.1
Alpine County,2015,February,6.8
Amador County,2015,February,7.6
Butte County,2015,February,8.1
Calaveras County,2015,February,7.2
Colusa County,2015,February,23.0
Contra Costa County,2015,February,5.5
Del Norte County,2015,February,9.9
El Dorado County,2015,February,6.4
Fresno County,2015,February,11.9
Glenn County,2015,February,10.3
Humboldt County,2015,February,6.3
Imperial County,2015,February,22.9
Inyo County,2015,February,6.9
Kern County,2015,February,11.4
Kings County,2015,February,12.5
Lake County,2015,February,8.8
Lassen County,2015,February,9.1
Los Angeles County,2015,February,7.4
Madera County,2015,February,11.9
Marin County,2015,February,3.8
Mariposa County,2015,February,10.6
Mendocino County,2015,February,7.0
Merced County,2015,February,14.0
Modoc County,2015,February,11.4
Mono County,2015,February,5.7
Monterey County,2015,February,12.1
Napa County,2015,February,5.2
Nevada County,2015,February,6.0
Orange County,2015,February,4.8
Placer County,2015,February,5.6
Plumas County,2015,February,14.2
Riverside County,2015,February,7.1
Sacramento County,2015,February,6.6
San Benito County,2015,February,9.1
San Bernardino County,2015,February,6.9
San Diego County,2015,February,5.6
San Francisco County,2015,February,3.9
San Joaquin County,2015,February,10.2
San Luis Obispo County,2015,February,5.2
San Mateo County,2015,February,3.7
Santa Barbara County,2015,February,6.2
Santa Clara County,2015,February,4.5
Santa Cruz County,2015,February,10.0
Shasta County,2015,February,9.2
Sierra County,2015,February,12.2
Siskiyou County,2015,February,12.6
Solano County,2015,February,6.9
Sonoma County,2015,February,5.0
Stanislaus County,2015,February,11.0
Sutter County,2015,February,13.5
Tehama County,2015,February,9.2
Trinity County,2015,February,10.0
Tulare County,2015,February,13.5
Tuolumne County,2015,February,8.3
Ventura County,2015,February,6.0
Yolo County,2015,February,7.6
Yuba County,2015,February,11.1
Alameda County,2015,March,5.0
Alpine County,2015,March,7.6
Amador County,2015,March,7.4
Butte County,2015,March,7.9
Calaveras County,2015,March,7.0
Colusa County,2015,March,21.7
Contra Costa County,2015,March,5.4
Del Norte County,2015,March,9.8
El Dorado County,2015,March,6.3
Fresno County,2015,March,11.9
Glenn County,2015,March,9.6
Humboldt County,2015,March,6.2
Imperial County,2015,March,23.4
Inyo County,2015,March,6.6
Kern County,2015,March,11.9
Kings County,2015,March,12.5
Lake County,2015,March,8.5
Lassen County,2015,March,8.7
Los Angeles County,2015,March,7.1
Madera County,2015,March,12.6
Marin County,2015,March,3.7
Mariposa County,2015,March,9.9
Mendocino County,2015,March,6.8
Merced County,2015,March,13.7
Modoc County,2015,March,10.6
Mono County,2015,March,5.9
Monterey County,2015,March,10.8
Napa County,2015,March,5.0
Nevada County,2015,March,6.0
Orange County,2015,March,4.7
Placer County,2015,March,5.5
Plumas County,2015,March,13.8
Riverside County,2015,March,7.0
Sacramento County,2015,March,6.4
San Benito County,2015,March,9.0
San Bernardino County,2015,March,6.8
San Diego County,2015,March,5.5
San Francisco County,2015,March,3.9
San Joaquin County,2015,March,10.0
San Luis Obispo County,2015,March,5.0
San Mateo County,2015,March,3.6
Santa Barbara County,2015,March,5.7
Santa Clara County,2015,March,4.4
Santa Cruz County,2015,March,9.6
Shasta County,2015,March,9.0
Sierra County,2015,March,12.2
Siskiyou County,2015,March,11.6
Solano County,2015,March,6.7
Sonoma County,2015,March,4.9
Stanislaus County,2015,March,10.9
Sutter County,2015,March,13.1
Tehama County,2015,March,9.0
Trinity County,2015,March,9.9
Tulare County,2015,March,13.7
Tuolumne County,2015,March,8.0
Ventura County,2015,March,5.8
Yolo County,2015,March,7.3
Yuba County,2015,March,10.7
Alameda County,2015,April,4.7
Alpine County,2015,April,7.2
Amador County,2015,April,6.8
Butte County,2015,April,7.1
Calaveras County,2015,April,6.5
Colusa County,2015,April,16.4
Contra Costa County,2015,April,5.0
Del Norte County,2015,April,8.8
El Dorado County,2015,April,5.9
Fresno County,2015,April,10.6
Glenn County,2015,April,9.2
Humboldt County,2015,April,5.6
Imperial County,2015,April,24.8
Inyo County,2015,April,5.7
Kern County,2015,April,10.8
Kings County,2015,April,11.0
Lake County,2015,April,7.5
Lassen County,2015,April,7.7
Los Angeles County,2015,April,6.8
Madera County,2015,April,11.2
Marin County,2015,April,3.5
Mariposa County,2015,April,7.3
Mendocino County,2015,April,5.8
Merced County,2015,April,12.1
Modoc County,2015,April,8.5
Mono County,2015,April,6.9
Monterey County,2015,April,8.0
Napa County,2015,April,4.3
Nevada County,2015,April,5.7
Orange County,2015,April,4.4
Placer County,2015,April,5.1
Plumas County,2015,April,11.0
Riverside County,2015,April,6.5
Sacramento County,2015,April,5.9
San Benito County,2015,April,8.2
San Bernardino County,2015,April,6.4
San Diego County,2015,April,5.1
San Francisco County,2015,April,3.6
